datetime,datetime,trading_datetime,order_book_id,symbol,side,position_effect,exec_id,tax,commission,last_quantity,last_price,order_id,transaction_cost
2025-05-28 09:35:00,2025-05-28 09:35:00,2025-05-28 09:35:00,10008289,300ETF沽6月3800,SELL,OPEN,17496962770065,0,130.0,100,0.0163,17496962770065,130.0
2025-05-28 14:25:00,2025-05-28 14:25:00,2025-05-28 14:25:00,10008282,300ETF购6月4000,BUY,CLOSE_TODAY,17496962770066,0,0.0,100,0.0329,17496962770066,0.0
2025-05-28 14:25:00,2025-05-28 14:25:00,2025-05-28 14:25:00,10008289,300ETF沽6月3800,BUY,CLOSE_TODAY,17496962770067,0,0.0,100,0.0181,17496962770067,0.0
2025-05-29 09:35:00,2025-05-29 09:35:00,2025-05-29 09:35:00,10008282,300ETF购6月4000,SELL,OPEN,17496962770068,0,130.0,100,0.0321,17496962770068,130.0
2025-05-29 09:35:00,2025-05-29 09:35:00,2025-05-29 09:35:00,10008289,300ETF沽6月3800,SELL,OPEN,17496962770069,0,130.0,100,0.0186,17496962770069,130.0
2025-05-29 14:25:00,2025-05-29 14:25:00,2025-05-29 14:25:00,10008282,300ETF购6月4000,BUY,CLOSE_TODAY,17496962770070,0,0.0,100,0.041,17496962770070,0.0
2025-05-29 14:25:00,2025-05-29 14:25:00,2025-05-29 14:25:00,10008289,300ETF沽6月3800,BUY,CLOSE_TODAY,17496962770071,0,0.0,100,0.0128,17496962770071,0.0
2025-05-30 09:35:00,2025-05-30 09:35:00,2025-05-30 09:35:00,10008283,300ETF购6月4100,SELL,OPEN,17496962770072,0,130.0,100,0.0134,17496962770072,130.0
2025-05-30 09:35:00,2025-05-30 09:35:00,2025-05-30 09:35:00,10008290,300ETF沽6月3900,SELL,OPEN,17496962770073,0,130.0,100,0.0351,17496962770073,130.0
2025-05-30 14:25:00,2025-05-30 14:25:00,2025-05-30 14:25:00,10008283,300ETF购6月4100,BUY,CLOSE_TODAY,17496962770074,0,0.0,100,0.0121,17496962770074,0.0
2025-05-30 14:25:00,2025-05-30 14:25:00,2025-05-30 14:25:00,10008290,300ETF沽6月3900,BUY,CLOSE_TODAY,17496962770075,0,0.0,100,0.0372,17496962770075,0.0
2025-06-03 09:35:00,2025-06-03 09:35:00,2025-06-03 09:35:00,10008283,300ETF购6月4100,SELL,OPEN,17496962770076,0,130.0,100,0.0091,17496962770076,130.0
2025-06-03 09:35:00,2025-06-03 09:35:00,2025-06-03 09:35:00,10008290,300ETF沽6月3900,SELL,OPEN,17496962770077,0,130.0,100,0.0349,17496962770077,130.0
2025-06-03 14:25:00,2025-06-03 14:25:00,2025-06-03 14:25:00,10008283,300ETF购6月4100,BUY,CLOSE_TODAY,17496962770078,0,0.0,100,0.0094,17496962770078,0.0
2025-06-03 14:25:00,2025-06-03 14:25:00,2025-06-03 14:25:00,10008290,300ETF沽6月3900,BUY,CLOSE_TODAY,17496962770079,0,0.0,100,0.0266,17496962770079,0.0
